FROMDATE,TODATE,DAYPART,CHANNEL,PIVOT_SEQ,PIVOT_HDR1,PIVOT_DATA1
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,43,DayPart 11:SONY ENTERTAINMENT TV,18
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,44,DayPart 11:Colors Viacom18,22
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,1,DayPart 1:Z Zee TV,12414
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,2,DayPart 1:Star Plus,14100
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,3,DayPart 1:SONY ENTERTAINMENT TV,2647
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,4,DayPart 1:Colors Viacom18,7337
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,5,DayPart 2:Z Zee TV,18351
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,6,DayPart 2:Star Plus,13770
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,7,DayPart 2:SONY ENTERTAINMENT TV,3488
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,8,DayPart 2:Colors Viacom18,10331
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,9,DayPart 3:Z Zee TV,27577
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,10,DayPart 3:Star Plus,11220
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,11,DayPart 3:SONY ENTERTAINMENT TV,4901
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,12,DayPart 3:Colors Viacom18,9712
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,13,DayPart 4:Z Zee TV,36580
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,14,DayPart 4:Star Plus,11296
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,15,DayPart 4:SONY ENTERTAINMENT TV,7204
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,16,DayPart 4:Colors Viacom18,8916
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,17,DayPart 5:Z Zee TV,25845
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,18,DayPart 5:Star Plus,13611
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,19,DayPart 5:SONY ENTERTAINMENT TV,8584
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,20,DayPart 5:Colors Viacom18,8575
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,21,DayPart 6:Z Zee TV,22455
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,22,DayPart 6:Star Plus,11557
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,23,DayPart 6:SONY ENTERTAINMENT TV,5961
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,24,DayPart 6:Colors Viacom18,6560
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,25,DayPart 7:Z Zee TV,14531
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,26,DayPart 7:Star Plus,9280
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,27,DayPart 7:SONY ENTERTAINMENT TV,5574
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,28,DayPart 7:Colors Viacom18,6405
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,29,DayPart 8:Z Zee TV,12096
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,30,DayPart 8:Star Plus,7718
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,31,DayPart 8:SONY ENTERTAINMENT TV,4418
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,32,DayPart 8:Colors Viacom18,5465
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,33,DayPart 9:Z Zee TV,7530
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,34,DayPart 9:Star Plus,8168
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,35,DayPart 9:SONY ENTERTAINMENT TV,3696
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,36,DayPart 9:Colors Viacom18,3284
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,37,DayPart 10:Z Zee TV,4907
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,38,DayPart 10:Star Plus,5351
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,39,DayPart 10:SONY ENTERTAINMENT TV,2007
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,40,DayPart 10:Colors Viacom18,1794
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,41,DayPart 11:Z Zee TV,67
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,42,DayPart 11:Star Plus,66
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,43,DayPart 11:SONY ENTERTAINMENT TV,16
9/7/2014,9/13/2014,DayPart 4,Z Zee TV,44,DayPart 11:Colors Viacom18,7
9/7/2014,9/13/2014,DayPart 4,Star Plus,1,DayPart 1:Z Zee TV,5033
9/7/2014,9/13/2014,DayPart 4,Star Plus,2,DayPart 1:Star Plus,13777
9/7/2014,9/13/2014,DayPart 4,Star Plus,3,DayPart 1:SONY ENTERTAINMENT TV,2005
9/7/2014,9/13/2014,DayPart 4,Star Plus,4,DayPart 1:Colors Viacom18,5195
9/7/2014,9/13/2014,DayPart 4,Star Plus,5,DayPart 2:Z Zee TV,7489
9/7/2014,9/13/2014,DayPart 4,Star Plus,6,DayPart 2:Star Plus,15414
9/7/2014,9/13/2014,DayPart 4,Star Plus,7,DayPart 2:SONY ENTERTAINMENT TV,2657
9/7/2014,9/13/2014,DayPart 4,Star Plus,8,DayPart 2:Colors Viacom18,6966
9/7/2014,9/13/2014,DayPart 4,Star Plus,9,DayPart 3:Z Zee TV,9165
9/7/2014,9/13/2014,DayPart 4,Star Plus,10,DayPart 3:Star Plus,16522
9/7/2014,9/13/2014,DayPart 4,Star Plus,11,DayPart 3:SONY ENTERTAINMENT TV,3670
9/7/2014,9/13/2014,DayPart 4,Star Plus,12,DayPart 3:Colors Viacom18,6746
9/7/2014,9/13/2014,DayPart 4,Star Plus,13,DayPart 4:Z Zee TV,11296
9/7/2014,9/13/2014,DayPart 4,Star Plus,14,DayPart 4:Star Plus,26144
9/7/2014,9/13/2014,DayPart 4,Star Plus,15,DayPart 4:SONY ENTERTAINMENT TV,5731
9/7/2014,9/13/2014,DayPart 4,Star Plus,16,DayPart 4:Colors Viacom18,6696
9/7/2014,9/13/2014,DayPart 4,Star Plus,17,DayPart 5:Z Zee TV,10880
9/7/2014,9/13/2014,DayPart 4,Star Plus,18,DayPart 5:Star Plus,18171
9/7/2014,9/13/2014,DayPart 4,Star Plus,19,DayPart 5:SONY ENTERTAINMENT TV,6394
9/7/2014,9/13/2014,DayPart 4,Star Plus,20,DayPart 5:Colors Viacom18,6112
9/7/2014,9/13/2014,DayPart 4,Star Plus,21,DayPart 6:Z Zee TV,9390
9/7/2014,9/13/2014,DayPart 4,Star Plus,22,DayPart 6:Star Plus,15079
9/7/2014,9/13/2014,DayPart 4,Star Plus,23,DayPart 6:SONY ENTERTAINMENT TV,4528
9/7/2014,9/13/2014,DayPart 4,Star Plus,24,DayPart 6:Colors Viacom18,4661
9/7/2014,9/13/2014,DayPart 4,Star Plus,25,DayPart 7:Z Zee TV,6221
9/7/2014,9/13/2014,DayPart 4,Star Plus,26,DayPart 7:Star Plus,11679
9/7/2014,9/13/2014,DayPart 4,Star Plus,27,DayPart 7:SONY ENTERTAINMENT TV,3869
9/7/2014,9/13/2014,DayPart 4,Star Plus,28,DayPart 7:Colors Viacom18,4940
9/7/2014,9/13/2014,DayPart 4,Star Plus,29,DayPart 8:Z Zee TV,5162
9/7/2014,9/13/2014,DayPart 4,Star Plus,30,DayPart 8:Star Plus,9563
9/7/2014,9/13/2014,DayPart 4,Star Plus,31,DayPart 8:SONY ENTERTAINMENT TV,3577
9/7/2014,9/13/2014,DayPart 4,Star Plus,32,DayPart 8:Colors Viacom18,4194
9/7/2014,9/13/2014,DayPart 4,Star Plus,33,DayPart 9:Z Zee TV,3095
9/7/2014,9/13/2014,DayPart 4,Star Plus,34,DayPart 9:Star Plus,9194
9/7/2014,9/13/2014,DayPart 4,Star Plus,35,DayPart 9:SONY ENTERTAINMENT TV,2502
9/7/2014,9/13/2014,DayPart 4,Star Plus,36,DayPart 9:Colors Viacom18,2720
9/7/2014,9/13/2014,DayPart 4,Star Plus,37,DayPart 10:Z Zee TV,1854
9/7/2014,9/13/2014,DayPart 4,Star Plus,38,DayPart 10:Star Plus,5995
9/7/2014,9/13/2014,DayPart 4,Star Plus,39,DayPart 10:SONY ENTERTAINMENT TV,1271
9/7/2014,9/13/2014,DayPart 4,Star Plus,40,DayPart 10:Colors Viacom18,1385
9/7/2014,9/13/2014,DayPart 4,Star Plus,41,DayPart 11:Z Zee TV,12
9/7/2014,9/13/2014,DayPart 4,Star Plus,42,DayPart 11:Star Plus,113
9/7/2014,9/13/2014,DayPart 4,Star Plus,43,DayPart 11:SONY ENTERTAINMENT TV,10
9/7/2014,9/13/2014,DayPart 4,Star Plus,44,DayPart 11:Colors Viacom18,0
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,1,DayPart 1:Z Zee TV,3700
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,2,DayPart 1:Star Plus,7311
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,3,DayPart 1:SONY ENTERTAINMENT TV,3036
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,4,DayPart 1:Colors Viacom18,4165
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,5,DayPart 2:Z Zee TV,5001
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,6,DayPart 2:Star Plus,7400
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,7,DayPart 2:SONY ENTERTAINMENT TV,4483
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,8,DayPart 2:Colors Viacom18,5625
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,9,DayPart 3:Z Zee TV,6741
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,10,DayPart 3:Star Plus,5790
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,11,DayPart 3:SONY ENTERTAINMENT TV,6689
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,12,DayPart 3:Colors Viacom18,5764
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,13,DayPart 4:Z Zee TV,7204
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,14,DayPart 4:Star Plus,5731
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,15,DayPart 4:SONY ENTERTAINMENT TV,20691
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,16,DayPart 4:Colors Viacom18,5477
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,17,DayPart 5:Z Zee TV,6117
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,18,DayPart 5:Star Plus,7348
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,19,DayPart 5:SONY ENTERTAINMENT TV,14831
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,20,DayPart 5:Colors Viacom18,4375
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,21,DayPart 6:Z Zee TV,5783
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,22,DayPart 6:Star Plus,6839
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,23,DayPart 6:SONY ENTERTAINMENT TV,8487
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,24,DayPart 6:Colors Viacom18,3683
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,25,DayPart 7:Z Zee TV,3823
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,26,DayPart 7:Star Plus,4822
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,27,DayPart 7:SONY ENTERTAINMENT TV,5265
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,28,DayPart 7:Colors Viacom18,3702
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,29,DayPart 8:Z Zee TV,3225
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,30,DayPart 8:Star Plus,3899
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,31,DayPart 8:SONY ENTERTAINMENT TV,4142
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,32,DayPart 8:Colors Viacom18,3171
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,33,DayPart 9:Z Zee TV,2078
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,34,DayPart 9:Star Plus,3489
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,35,DayPart 9:SONY ENTERTAINMENT TV,3412
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,36,DayPart 9:Colors Viacom18,1726
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,37,DayPart 10:Z Zee TV,1344
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,38,DayPart 10:Star Plus,2471
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,39,DayPart 10:SONY ENTERTAINMENT TV,1784
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,40,DayPart 10:Colors Viacom18,1111
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,41,DayPart 11:Z Zee TV,28
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,42,DayPart 11:Star Plus,5
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,43,DayPart 11:SONY ENTERTAINMENT TV,20
9/7/2014,9/13/2014,DayPart 4,SONY ENTERTAINMENT TV,44,DayPart 11:Colors Viacom18,17
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,1,DayPart 1:Z Zee TV,4917
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,2,DayPart 1:Star Plus,9528
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,3,DayPart 1:SONY ENTERTAINMENT TV,1964
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,4,DayPart 1:Colors Viacom18,8220
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,5,DayPart 2:Z Zee TV,5881
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,6,DayPart 2:Star Plus,9225
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,7,DayPart 2:SONY ENTERTAINMENT TV,2502
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,8,DayPart 2:Colors Viacom18,13533
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,9,DayPart 3:Z Zee TV,8002
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,10,DayPart 3:Star Plus,6702
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,11,DayPart 3:SONY ENTERTAINMENT TV,3586
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,12,DayPart 3:Colors Viacom18,15520
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,13,DayPart 4:Z Zee TV,8916
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,14,DayPart 4:Star Plus,6696
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,15,DayPart 4:SONY ENTERTAINMENT TV,5477
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,16,DayPart 4:Colors Viacom18,23606
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,17,DayPart 5:Z Zee TV,7787
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,18,DayPart 5:Star Plus,9728
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,19,DayPart 5:SONY ENTERTAINMENT TV,6110
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,20,DayPart 5:Colors Viacom18,15340
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,21,DayPart 6:Z Zee TV,7441
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,22,DayPart 6:Star Plus,7901
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,23,DayPart 6:SONY ENTERTAINMENT TV,4634
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,24,DayPart 6:Colors Viacom18,9995
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,25,DayPart 7:Z Zee TV,4745
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,26,DayPart 7:Star Plus,5852
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,27,DayPart 7:SONY ENTERTAINMENT TV,4047
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,28,DayPart 7:Colors Viacom18,9198
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,29,DayPart 8:Z Zee TV,4071
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,30,DayPart 8:Star Plus,5149
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,31,DayPart 8:SONY ENTERTAINMENT TV,3105
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,32,DayPart 8:Colors Viacom18,8314
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,33,DayPart 9:Z Zee TV,2499
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,34,DayPart 9:Star Plus,4965
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,35,DayPart 9:SONY ENTERTAINMENT TV,2371
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,36,DayPart 9:Colors Viacom18,5120
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,37,DayPart 10:Z Zee TV,1731
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,38,DayPart 10:Star Plus,3239
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,39,DayPart 10:SONY ENTERTAINMENT TV,1260
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,40,DayPart 10:Colors Viacom18,2794
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,41,DayPart 11:Z Zee TV,26
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,42,DayPart 11:Star Plus,44
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,43,DayPart 11:SONY ENTERTAINMENT TV,30
9/7/2014,9/13/2014,DayPart 4,Colors Viacom18,44,DayPart 11:Colors Viacom18,13
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,1,DayPart 1:Z Zee TV,11751
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,2,DayPart 1:Star Plus,13194
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,3,DayPart 1:SONY ENTERTAINMENT TV,2263
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,4,DayPart 1:Colors Viacom18,6755
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,5,DayPart 2:Z Zee TV,15494
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,6,DayPart 2:Star Plus,12849
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,7,DayPart 2:SONY ENTERTAINMENT TV,2633
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,8,DayPart 2:Colors Viacom18,9050
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,9,DayPart 3:Z Zee TV,21198
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,10,DayPart 3:Star Plus,10583
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,11,DayPart 3:SONY ENTERTAINMENT TV,4310
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,12,DayPart 3:Colors Viacom18,8516
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,13,DayPart 4:Z Zee TV,25845
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,14,DayPart 4:Star Plus,10880
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,15,DayPart 4:SONY ENTERTAINMENT TV,6117
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,16,DayPart 4:Colors Viacom18,7787
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,17,DayPart 5:Z Zee TV,36027
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,18,DayPart 5:Star Plus,13486
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,19,DayPart 5:SONY ENTERTAINMENT TV,8969
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,20,DayPart 5:Colors Viacom18,8729
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,21,DayPart 6:Z Zee TV,27534
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,22,DayPart 6:Star Plus,12013
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,23,DayPart 6:SONY ENTERTAINMENT TV,6448
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,24,DayPart 6:Colors Viacom18,6644
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,25,DayPart 7:Z Zee TV,16682
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,26,DayPart 7:Star Plus,9447
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,27,DayPart 7:SONY ENTERTAINMENT TV,5905
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,28,DayPart 7:Colors Viacom18,6614
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,29,DayPart 8:Z Zee TV,13650
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,30,DayPart 8:Star Plus,8061
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,31,DayPart 8:SONY ENTERTAINMENT TV,4695
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,32,DayPart 8:Colors Viacom18,5763
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,33,DayPart 9:Z Zee TV,8094
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,34,DayPart 9:Star Plus,8498
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,35,DayPart 9:SONY ENTERTAINMENT TV,3797
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,36,DayPart 9:Colors Viacom18,3450
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,37,DayPart 10:Z Zee TV,5115
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,38,DayPart 10:Star Plus,5864
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,39,DayPart 10:SONY ENTERTAINMENT TV,2147
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,40,DayPart 10:Colors Viacom18,1859
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,41,DayPart 11:Z Zee TV,77
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,42,DayPart 11:Star Plus,92
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,43,DayPart 11:SONY ENTERTAINMENT TV,16
9/7/2014,9/13/2014,DayPart 5,Z Zee TV,44,DayPart 11:Colors Viacom18,29
9/7/2014,9/13/2014,DayPart 5,Star Plus,1,DayPart 1:Z Zee TV,6260
9/7/2014,9/13/2014,DayPart 5,Star Plus,2,DayPart 1:Star Plus,17262
9/7/2014,9/13/2014,DayPart 5,Star Plus,3,DayPart 1:SONY ENTERTAINMENT TV,2733
9/7/2014,9/13/2014,DayPart 5,Star Plus,4,DayPart 1:Colors Viacom18,6406
9/7/2014,9/13/2014,DayPart 5,Star Plus,5,DayPart 2:Z Zee TV,9142
9/7/2014,9/13/2014,DayPart 5,Star Plus,6,DayPart 2:Star Plus,17488
9/7/2014,9/13/2014,DayPart 5,Star Plus,7,DayPart 2:SONY ENTERTAINMENT TV,3661
9/7/2014,9/13/2014,DayPart 5,Star Plus,8,DayPart 2:Colors Viacom18,9991
9/7/2014,9/13/2014,DayPart 5,Star Plus,9,DayPart 3:Z Zee TV,12067
9/7/2014,9/13/2014,DayPart 5,Star Plus,10,DayPart 3:Star Plus,14691
9/7/2014,9/13/2014,DayPart 5,Star Plus,11,DayPart 3:SONY ENTERTAINMENT TV,4717
9/7/2014,9/13/2014,DayPart 5,Star Plus,12,DayPart 3:Colors Viacom18,10640
9/7/2014,9/13/2014,DayPart 5,Star Plus,13,DayPart 4:Z Zee TV,13611
9/7/2014,9/13/2014,DayPart 5,Star Plus,14,DayPart 4:Star Plus,18171
9/7/2014,9/13/2014,DayPart 5,Star Plus,15,DayPart 4:SONY ENTERTAINMENT TV,7348
9/7/2014,9/13/2014,DayPart 5,Star Plus,16,DayPart 4:Colors Viacom18,9728
9/7/2014,9/13/2014,DayPart 5,Star Plus,17,DayPart 5:Z Zee TV,13486
9/7/2014,9/13/2014,DayPart 5,Star Plus,18,DayPart 5:Star Plus,35966
9/7/2014,9/13/2014,DayPart 5,Star Plus,19,DayPart 5:SONY ENTERTAINMENT TV,9293
9/7/2014,9/13/2014,DayPart 5,Star Plus,20,DayPart 5:Colors Viacom18,9340
9/7/2014,9/13/2014,DayPart 5,Star Plus,21,DayPart 6:Z Zee TV,12168
9/7/2014,9/13/2014,DayPart 5,Star Plus,22,DayPart 6:Star Plus,24985
9/7/2014,9/13/2014,DayPart 5,Star Plus,23,DayPart 6:SONY ENTERTAINMENT TV,6258
9/7/2014,9/13/2014,DayPart 5,Star Plus,24,DayPart 6:Colors Viacom18,6124
9/7/2014,9/13/2014,DayPart 5,Star Plus,25,DayPart 7:Z Zee TV,8335
9/7/2014,9/13/2014,DayPart 5,Star Plus,26,DayPart 7:Star Plus,17482
9/7/2014,9/13/2014,DayPart 5,Star Plus,27,DayPart 7:SONY ENTERTAINMENT TV,6147
9/7/2014,9/13/2014,DayPart 5,Star Plus,28,DayPart 7:Colors Viacom18,6480
9/7/2014,9/13/2014,DayPart 5,Star Plus,29,DayPart 8:Z Zee TV,6372
9/7/2014,9/13/2014,DayPart 5,Star Plus,30,DayPart 8:Star Plus,13188
9/7/2014,9/13/2014,DayPart 5,Star Plus,31,DayPart 8:SONY ENTERTAINMENT TV,4982
9/7/2014,9/13/2014,DayPart 5,Star Plus,32,DayPart 8:Colors Viacom18,5717
9/7/2014,9/13/2014,DayPart 5,Star Plus,33,DayPart 9:Z Zee TV,4033
9/7/2014,9/13/2014,DayPart 5,Star Plus,34,DayPart 9:Star Plus,11770
9/7/2014,9/13/2014,DayPart 5,Star Plus,35,DayPart 9:SONY ENTERTAINMENT TV,3626
9/7/2014,9/13/2014,DayPart 5,Star Plus,36,DayPart 9:Colors Viacom18,3425
9/7/2014,9/13/2014,DayPart 5,Star Plus,37,DayPart 10:Z Zee TV,2360
9/7/2014,9/13/2014,DayPart 5,Star Plus,38,DayPart 10:Star Plus,7141
9/7/2014,9/13/2014,DayPart 5,Star Plus,39,DayPart 10:SONY ENTERTAINMENT TV,1552
9/7/2014,9/13/2014,DayPart 5,Star Plus,40,DayPart 10:Colors Viacom18,1578
9/7/2014,9/13/2014,DayPart 5,Star Plus,41,DayPart 11:Z Zee TV,29
9/7/2014,9/13/2014,DayPart 5,Star Plus,42,DayPart 11:Star Plus,135
9/7/2014,9/13/2014,DayPart 5,Star Plus,43,DayPart 11:SONY ENTERTAINMENT TV,5
9/7/2014,9/13/2014,DayPart 5,Star Plus,44,DayPart 11:Colors Viacom18,26
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,1,DayPart 1:Z Zee TV,4376
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,2,DayPart 1:Star Plus,8241
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,3,DayPart 1:SONY ENTERTAINMENT TV,2938
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,4,DayPart 1:Colors Viacom18,4946
