NUM_MARKET_KEY,CHV_MARKET_NAME,NUM_START_DATE_KEY,NUM_END_DATE_KEY,NUM_WEEK,NUM_V_CS_4,TVR_NUM_V_CS_4,NUM_V_M_CS_4_14,TVR_NUM_V_M_CS_4_14,NUM_V_F_CS_4_14,TVR_NUM_V_F_CS_4_14,NUM_V_M_CS_15_24,TVR_NUM_V_M_CS_15_24,NUM_V_F_CS_15_24,TVR_NUM_V_F_CS_15_24,NUM_V_M_CS_25_34,TVR_NUM_V_M_CS_25_34,NUM_V_F_CS_25_34,TVR_NUM_V_F_CS_25_34,NUM_V_M_CS_35_44,TVR_NUM_V_M_CS_35_44,NUM_V_F_CS_35_44,TVR_NUM_V_F_CS_35_44,NUM_V_M_CS_45_54,TVR_NUM_V_M_CS_45_54,NUM_V_F_CS_45_54,TVR_NUM_V_F_CS_45_54,NUM_V_M_CS_55,TVR_NUM_V_M_CS_55,NUM_V_F_CS_55,TVR_NUM_V_F_CS_55,NUM_V_CS_ANALOG,TVR_NUM_V_CS_ANALOG,NUM_V_CS_DIGITAL,TVR_NUM_V_CS_DIGITAL,NUM_V_S_SEC_A,TVR_NUM_V_CS_SEC_A,NUM_V_S_SEC_B,TVR_NUM_V_CS_SEC_B,NUM_V_S_SEC_C,TVR_NUM_V_CS_SEC_C,NUM_V_S_SEC_DE,TVR_NUM_V_CS_SEC_DE
12, Guj .1 to 1 Mn. ,20131117,20131123,47,1848,3199.340478,308,3968.098159,236,3790.43977,176,2668.592057,172,3147.712418,124,2534.306569,0,0,128,2867.2,148,3635.087719,92,2851.660516,0,0,128,3143.859649,92,2721.12676,1168,3118.626827,680,3346.221441,140,2496.815286,480,3275.385865,428,3391.698113,800,3215.311004
13, Guj 1 Mn.+ (Including Ahmedabad) ,20131117,20131123,47,4864,3636.635514,684,3973.443983,536,3796.29005,616,3419.960343,596,4096.890343,396,3329.729729,412,3761.73913,292,3401.941747,284,4141.666666,324,3436.363636,236,3533.689839,284,3215.094339,208,3136.804308,0,0,4800,3715.444157,688,3180.627407,1024,3286.816965,1400,4559.90694,1752,3485.741354
14, Jharkhand .5Mn.+(WEF 3rd April 2011) ,20131117,20131123,47,1184,3108.971553,164,2962.580645,124,2934.084507,160,2953.846153,128,3003.351955,0,0,116,3595.571955,0,0,0,0,0,0,0,0,0,0,0,0,720,2896.551724,460,3474.820143,304,3325,332,2905,208,3536.842105,340,2923.23439
15, KAR .1 to 1 Mn. ,20131117,20131123,47,3532,4267.050194,380,3395.74468,352,3921.485411,392,4205.363984,380,4402.75862,284,3841.545893,352,4753.697749,272,4270.654205,268,4699.791231,0,0,0,0,208,4734.959349,232,4859.850374,2308,4228.396946,1224,4341.891891,356,4130.38674,740,3924.242424,1096,4456.147144,1340,4362.790697
16, Kerala .1 to 1 Mn. ,20131117,20131123,47,1832,3667.49285,196,3683.221476,0,0,0,0,0,0,140,3038.759689,0,0,0,0,140,3972.972972,0,0,0,0,180,4271.18644,228,4200,1076,3293.877551,756,4373.553719,132,3004.878048,212,2909.803921,424,3702.286902,1064,3963.45898
17, Kerala 1 Mn.+ ,20131117,20131123,47,480,3040.723981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3126.550868,184,2972.307692,84,3081.222707,124,3175.609756,100,2896.551724,172,3016.283924
18, MAH .1 to 1 Mn. ,20131117,20131123,47,3860,3432.927474,432,3130.974978,512,3533.935907,388,3211.034482,408,4051.063829,448,3570.398481,368,3453.854748,264,2865.116279,272,3925.773195,212,3484.931506,0,0,224,3366.010733,164,2749.700598,1380,3216.426193,2480,3566.512583,452,3177.238493,976,3201.249511,976,3390.570719,1456,3739.040048
19, MAHA L C I ,20131117,20131123,47,3260,3183.075671,440,3213.913043,304,2859.574468,384,3134.693877,368,3292.012779,288,2736.651583,292,3164.903225,204,3490.020366,220,3681.2749,192,3238.554216,200,3725.055432,216,3378.770949,152,2812.334801,2048,3067.617689,1212,3400.400801,300,2964.705882,692,3069.06019,952,3332,1316,3195.836947
20, MAHrest 1 Mn.+ (Including Pune) ,20131117,20131123,47,3940,3845.689054,416,3655.230125,352,3390.825688,480,3596.788581,460,4746.928746,428,3706.391752,368,4040.784313,248,3477.796327,328,4187.234042,208,3602.474226,260,5067.285382,236,3740.377358,156,3243.564356,0,0,3920,3855.737704,828,3763.636363,736,3623.915592,1116,4286.419753,1260,3694.240837
21, MP .1 to 1 Mn. ,20131117,20131123,47,1676,3004.353393,232,2517.829457,0,0,176,2553.367875,220,3866.108786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,3369.911504,452,2322.201834,208,2639.274924,356,2928.893241,240,2485.819975,876,3358.466453
22, MP 1 Mn.+ ,20131117,20131123,47,1808,3395.305164,0,0,0,0,192,2839.436619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,3395.305164,360,3463.917525,352,2974.647887,368,3154.285714,728,3760.885608
23, Orissa .1 to 1 Mn. ,20131117,20131123,47,1116,3203.827751,0,0,0,0,0,0,0,0,0,0,164,4458.252427,0,0,0,0,0,0,0,0,0,0,0,0,824,3167.78032,292,3310.121457,276,3316.738197,260,3004.126547,232,3308.658743,344,3171.899012
24, PHCHP .1 to 1Mn. (Including PCHP .1 to 1 Mn.) ,20131117,20131123,47,3272,3177.066235,432,3096.245733,404,3502.167182,352,2647.09042,360,3545.134818,292,3202.088772,284,3497.947214,172,2670.609981,276,3769.756097,240,3225.6,156,3259.701492,172,3093.790149,136,2584.615384,1808,3221.722528,1468,3132.131064,440,3007.323026,748,2770.37037,812,3205.263157,1272,3530.998017
25, PHCHP 1 Mn.+ (Including Punjab 1Mn.+) ,20131117,20131123,47,1724,2984.666117,228,2693.670886,196,3178.378378,192,2451.063829,188,3360,160,2980.044345,148,3115.789473,0,0,84,3150,108,2599.426934,112,4072.727272,128,3072,96,3054.545454,0,0,1696,3038.907849,384,2857.041629,516,2932.611637,436,2915.923566,388,3298.785425
26, Rajasthan .1 to 1 Mn. ,20131117,20131123,47,1772,2861.91117,168,2057.142857,240,3169.81132,196,2955.834829,204,3379.881656,168,3002.553191,140,2429.752066,164,2840.412371,168,3554.659949,0,0,0,0,0,0,68,2147.368421,1248,2870.536692,524,2843.410852,268,2689.605734,424,2817.721518,496,3170.776255,584,2748.235294
27, Rajasthan 1 Mn+ ,20131117,20131123,47,1084,3160.569246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,3284.848484,200,2079.20792,292,3341.689373,0,0,416,3856.953642
28, TN .1 to 1 Mn. ,20131117,20131123,47,3024,3619.492732,240,2831.460674,216,2406.366047,252,3011.095305,360,4131.14754,248,3204.923076,428,5049.438202,268,3452.760736,392,5120.995334,156,3165.217391,0,0,160,3851.002865,156,3300.755667,2568,3470.27027,0,0,152,2734.047109,596,3830.451415,812,3453.56962,1468,3773.317013
29, TNrest 1 Mn.+ ,20131117,20131123,47,968,2890.579452,0,0,0,0,0,0,0,0,84,2547.292418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,2853.405994,220,3024.549918,168,2996.178343,244,2517.936117,192,2635.294117,368,3374.672489
30, UP .1 to 1 Mn. ,20131117,20131123,47,4548,3090.373725,744,3231.437435,540,2796.547472,532,2773.929236,532,3543.854084,356,3067.076923,464,3913.253012,280,2380.566801,324,3534.545454,240,2947.368421,224,3348.042704,192,2790.311418,120,2638.743455,2516,2913.88391,2032,3340.273972,864,3163.731473,1272,3172.446555,996,2905,1416,3113.717277
31, UP 1 Mn.+ ,20131117,20131123,47,3984,3257.626788,480,2682.63473,460,3244.332493,456,2960.123647,540,4050,304,2859.574468,396,3643.373493,288,2846.117647,356,4019.354838,212,3478.125,0,0,188,3145.816733,0,0,0,0,3916,3408.392912,1176,3299.398797,1168,3390.186592,784,3118.181818,856,3163.396392
32, WB .1 to 1 Mn. ,20131117,20131123,47,1536,3299.002812,0,0,0,0,0,0,0,0,144,2579.104477,160,3682.19178,0,0,0,0,0,0,0,0,0,0,0,0,1360,3191.061452,0,0,152,2812.334801,380,3554.565701,400,3037.974683,600,3468.685478
33, WBrest  1 Mn.+ ,20131117,20131123,47,440,2849.653045,0,0,0,0,0,0,0,0,36,2994.059405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,2713.611615,84,3618.461538,60,2754.09836,64,2389.333333,112,3336.170212,208,2878.418451
34, GUJ L C I(WEF 30th Dec 2012) ,20131117,20131123,47,1908,3485.68943,256,3572.093023,184,3481.081081,160,2973.451327,180,3251.612903,168,3930.91922,184,3396.923076,152,3507.692307,124,3001.729106,104,3284.210526,160,4555.932203,128,3812.765957,104,3284.210526,1308,3536.272932,596,3355.495978,100,3529.411764,256,2986.666666,484,3529.166666,1064,3592.282958
35, MP L C I(WEF 30th Dec 2012) ,20131117,20131123,47,2828,3033.869731,268,3017.694369,264,3004.878048,292,2994.871794,352,3227.947598,216,2648.759124,276,3007.003891,260,3370.37037,272,3488.244274,180,2885.496183,176,3696,176,2968.674698,104,2022.222222,1912,3058.617406,920,2995.348837,272,2350.617283,584,3085.283018,624,2949.690489,1352,3253.165282
36, PHCHP L C I(WEF 30th Dec 2012) ,20131117,20131123,47,2432,2903.467879,216,2562.711864,208,2782.165605,236,2686.178861,252,3058.959537,212,2992.941176,304,3576.470588,172,2570.818505,236,3073.488372,120,2260.089686,140,3428.571428,176,2816,164,3138.041002,1564,2807.77944,868,3094.736842,312,2633.969849,704,2705.215004,640,3158.636897,776,3028.996282
37, RAJ L C I(WEF 30th Dec 2012) ,20131117,20131123,47,1932,2600.352507,240,2716.981132,0,0,208,2655.319148,180,2478.688524,164,2609.090909,180,2396.196513,0,0,228,2667.40947,0,0,0,0,0,0,0,0,1196,2690.51955,740,2479.457518,164,2319.191919,432,2304,404,2398.303886,932,2947.590361
38, UP L C I(WEF 30th Dec 2012) ,20131117,20131123,47,4668,2423.885763,412,2114.111178,392,2261.538461,444,2209.478672,504,2644.347282,436,2675.237399,540,2750.758035,444,2563.298969,504,2639.401496,332,2163.537626,304,2627.160493,176,1937.614678,188,2272.230215,2128,2515.862068,2540,2351.592637,376,2056.25,868,2290.66918,924,2139.950372,2500,2681.649853
39, *Pune ,20131117,20131123,47,2372,3965.134328,0,0,0,0,312,3660.335195,236,4235.897435,280,4013.651877,248,4723.809523,0,0,188,4245.16129,0,0,0,0,0,0,0,0,0,0,2372,3965.134328,572,3750.819672,380,3781.990521,748,4440.424028,676,3823.838383
40, *Ahmedabad ,20131117,20131123,47,1992,3613.99568,0,0,0,0,256,3473.990306,292,4508.823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,3712.11639,400,3404.255319,444,3515.174363,536,4656.049638,616,3203.962848
41, PCHP .1 to 1 Mn. ,20131117,20131123,47,1456,2987.396189,192,2975.645756,168,2903.703703,144,2404.771371,168,3637.113402,124,2877.348066,140,3733.333333,0,0,124,3472,0,0,0,0,0,0,0,0,248,2559.213759,1208,3093.658536,200,3116.883116,312,2597.423191,360,2860.927152,588,3314.899328
42, Punjab 1Mn.+ ,20131117,20131123,47,1188,3160.975609,0,0,0,0,132,2828.571428,0,0,112,3005.750798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,3243.286573,280,3046.632124,392,3373.770491,268,2878.772378,248,3322.488038
1, *Bangalore ,20131110,20131116,46,989,4603.186036,109,4020.197585,71,3508.235294,98,3864.788732,107,4736.758893,99,4562.962962,115,5442.253521,51,3504.294478,87,5383.425414,66,5051.480637,0,0,66,5040,59,5431.232876,0,0,961,4768.103957,193,4311.702127,318,4721.520106,229,4649.18429,249,4658.351893
2, *Calcutta ,20131110,20131116,46,1300,3451.600158,110,3366.120218,101,3142.222222,117,2838.411552,128,3675.897435,125,3238.242097,123,3862.429906,79,3030.136986,97,3452.542372,61,2651.48771,104,4555.932203,144,3892.518101,111,3921.766561,0,0,1300,3451.600158,208,3270.379036,302,3445.56876,267,3360,522,3578.698224
3, *Chennai ,20131110,20131116,46,1105,4793.183578,96,4358.918918,85,3596.977329,95,4200,107,4545.132743,110,4831.372549,111,4900.919842,63,4118.287937,83,5544.333996,45,4382.608695,70,6255.319148,143,6105.209656,97,5351.724137,633,4665.233603,472,4976.215877,238,4754.340071,271,4708.169596,282,4792.716236,313,4884.718996
4, *Delhi ,20131110,20131116,46,1963,3569.477216,247,3054.545454,240,3422.750424,233,3322.920203,203,3827.609427,194,3218.962962,188,3851.707317,117,3613.235294,138,4238.391224,123,3767.365542,103,4436.923076,99,3827.848101,78,3894.205052,0,0,1963,3569.477216,578,3405.365597,539,3714.19196,341,3873.427991,506,3440.92289
5, *Hyderabad ,20131110,20131116,46,914,4289.162011,81,2657.8125,94,3063.433559,97,3699.432463,103,4459.793814,94,4637.885462,113,5347.605633,60,5002.481389,93,6676.923076,55,4914.893617,40,6136.986301,41,4638.383838,43,4931.05802,157,3578.833107,756,4467.393598,178,4850.608272,231,4353.112731,222,4107.488986,282,4070.103092
6, *Mumbai ,20131110,20131116,46,2292,3984.437086,277,4016.918429,271,4340.13346,267,3676.721311,218,3987.370713,233,3670.323488,222,4245.418326,152,3551.599443,167,4356.521739,120,3858.373205,126,4601.73913,127,4006.760563,115,3903.030303,147,3736.157337,2145,4002.888086,368,4027.622149,537,3910.533159,634,4226.666666,754,3836.220472
7, AP .1 to 1 Mn. ,20131110,20131116,46,958,4314.274225,101,3466.394279,93,3363.616792,91,4012.598425,118,4974.654956,49,2613.333333,129,5771.50466,94,4155.789473,100,5472.312703,44,4678.481012,0,0,45,5178.082191,50,4941.17647,845,4333.333333,113,4172.307692,70,4020.51282,152,4008.791208,280,4228.314606,456,4535.701598
8, APrest 1 Mn.+ ,20131110,20131116,46,371,4601.550387,0,0,0,0,36,4018.604651,0,0,0,0,0,0,0,0,60,6461.538461,0,0,0,0,0,0,0,0,202,4274.055415,169,5065.477252,59,3429.757785,67,5175.172413,97,5378.217821,147,4531.376146
9, Assam .5Mn.+ ,20131110,20131116,46,89,3243.383947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3313.609467,39,3157.590361,22,2649.462365,22,3270.79646,17,2959.585492,28,4200
10, Bihar 1Mn.+ ,20131110,20131116,46,148,2573.913043,16,2028.679245,16,2327.272727,17,2069.565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2984.873949,40,2847.457627,50,2952.54833,37,3350.943396,22,1421.538461
11, Chattisgarh .1 to 1Mn. ,20131110,20131116,46,302,3272.234762,0,0,0,0,40,3278.04878,30,3241.157556,0,0,0,0,0,0,41,3826.666666,0,0,0,0,0,0,0,0,187,3565.947786,116,2910.828976,50,2818.791946,76,3195.994993,66,3525.596184,111,3462.952646
12, Guj .1 to 1 Mn. ,20131110,20131116,46,427,2956.966199,70,3657.85381,45,2842.105263,38,2304.69314,44,3220.915032,34,2752.771084,34,3218.028169,30,2618.181818,32,3020.224719,0,0,0,0,29,2934.939759,20,2188.925081,284,3033.184996,143,2814.762741,37,2639.490445,101,3043.587443,104,3097.87234,185,2906.030855
13, Guj 1 Mn.+ (Including Ahmedabad) ,20131110,20131116,46,1193,3567.850467,180,4111.488783,116,3339.845758,153,3497.142857,139,3828.196721,105,3418.604651,84,3510.447761,75,3387.096774,66,3295.096582,91,4049.801324,60,3568.141592,75,3428.571428,51,2856,0,0,1181,3656.616291,177,3276.694214,260,3319.148936,297,3869.406746,460,3671.258907
14, Jharkhand .5Mn.+(WEF 3rd April 2011) ,20131110,20131116,46,291,3056.455142,48,3552.422907,0,0,35,2703.448275,30,2754.09836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2848.275862,114,3444.604316,75,3281.25,79,2765,54,3502.702702,84,2961.594963
15, KAR .1 to 1 Mn. ,20131110,20131116,46,936,4523.169854,102,4003.738317,93,3733.333333,85,3792.828685,111,5144.275862,80,4413.793103,99,5347.909967,68,4223.290203,65,4974.943052,0,0,0,0,55,4143.497757,54,4652.307692,615,4506.870229,321,4554.729729,90,4176.79558,212,4496.969696,285,4601.633829,349,4571.695906
16, Kerala .1 to 1 Mn. ,20131110,20131116,46,461,3691.515729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3965.217391,0,0,0,0,44,3952.941176,57,4190.809628,273,3342.857142,188,4350.413223,38,3460.162601,59,3239.215686,105,3777.301927,259,3813.496932
17, Kerala 1 Mn.+ ,20131110,20131116,46,123,3116.742081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3360,78,3251.612903,45,2907.692307,20,2934.497816,30,3073.170731,26,3012.413793,46,3226.722338
18, MAH .1 to 1 Mn. ,20131110,20131116,46,1011,3596.569613,121,3601.062887,132,3553.846153,100,3518.324607,99,3872.409778,106,3431.213872,93,3587.600459,73,3148.652118,72,3920.907617,63,3905.535055,0,0,58,3253.42237,52,3709.55414,360,3356.27081,651,3744.838212,117,3289.707112,270,3585.77075,251,3593.353216,373,3715.624073
19, MAHA L C I ,20131110,20131116,46,914,3569.731489,117,3525.73991,96,3472.120559,112,3657.142857,93,3327.795527,80,3040.723981,82,3555.096774,53,3805.128205,61,4115.66265,47,3345.762711,54,4023.059866,70,4013.651877,50,3668.12227,605,3624.175432,309,3467.73547,81,3201.882352,199,3530.30623,272,3808,361,3506.67823
20, MAHrest 1 Mn.+ (Including Pune) ,20131110,20131116,46,1031,4025.284685,107,3963.836824,110,3987.055016,126,3790.152193,97,4023.703703,114,4066.242038,97,4260.392156,70,3652.173913,80,4029.985007,54,3787.89144,69,5317.431192,64,4266.666666,43,3541.17647,0,0,1027,4040.655737,223,4054.545454,190,3742.086752,286,4315.042658,331,3936.849557
21, MP .1 to 1 Mn. ,20131110,20131116,46,428,3068.886043,51,2347.39726,0,0,0,0,58,4311.504424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,3447.000983,115,2363.302752,50,2696.629213,93,3036.734693,54,2193.95405,232,3532.034435
22, MP 1 Mn.+ ,20131110,20131116,46,400,3004.694835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,3004.694835,85,3271.477663,82,2771.830985,84,2880,149,3078.966789
23, Orissa .1 to 1 Mn. ,20131110,20131116,46,288,3307.177033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,3137.025171,84,3808.906882,73,3575.510204,71,3143.083003,57,3307.77202,86,3200
24, PHCHP .1 to 1Mn. (Including PCHP .1 to 1 Mn.) ,20131110,20131116,46,795,3087.735521,106,2953.23383,91,3273.66167,93,2797.493285,93,3659.016393,72,3225.6,70,3453.744493,48,2451.063829,70,3433.576642,55,3191.709844,35,3266.666666,33,2684.745762,30,2434.782608,431,3068.135593,364,3111.269397,106,2897.965825,193,2859.259259,199,3142.105263,297,3297.818902
25, PHCHP 1 Mn.+ (Including Punjab 1Mn.+) ,20131110,20131116,46,431,2984.666117,60,2776.859504,50,3146.067415,50,2679.425837,44,3300,37,2732.307692,41,3393.103448,0,0,22,3029.508196,25,2837.837837,25,4117.647058,33,2765.087281,24,2975.645756,0,0,423,3031.740614,104,3095.128432,126,2839.436619,105,2940,96,3128.612997
26, Rajasthan .1 to 1 Mn. ,20131110,20131116,46,454,2932.974427,44,2136.416184,65,3472.17806,49,2898.591549,45,3073.170731,45,3203.38983,33,2222.044088,45,3230.76923,43,3291.116173,0,0,0,0,0,0,11,1829.70297,316,2907.338444,137,2973.64341,71,2671.444568,102,2837.086092,129,3298.630136,152,2861.17647
27, Rajasthan 1 Mn+ ,20131110,20131116,46,257,2997.292606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,3115.151515,50,2079.20792,75,3433.242506,0,0,90,3459.954233
28, TN .1 to 1 Mn. ,20131110,20131116,46,848,4059.960102,75,3514.644351,72,3234.224598,67,3126.666666,115,5314.993122,74,3984.615384,110,5097.931034,68,3316.110304,103,5134.7181,42,3384.172661,0,0,0,0,43,3733.333333,720,3891.891891,0,0,53,3813.276231,153,4145.806451,245,4111.888111,397,4032.406287
29, TNrest 1 Mn.+ ,20131110,20131116,46,285,3404.194809,0,0,0,0,0,0,0,0,26,3131.182795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,3372.207084,64,3519.476268,57,3740.625,64,2796.358907,59,3223.414634,105,3847.328244
30, UP .1 to 1 Mn. ,20131110,20131116,46,1154,3136.579841,206,3397.938144,136,3010.276679,130,2711.359404,132,3517.208564,90,3120.743034,108,3795.815899,85,2867.469879,81,3121.100917,58,2695.435684,50,3435.582822,49,3065.921787,29,2479.389312,650,3011.167792,504,3313.972602,210,3075.850043,316,3152.494061,275,3208.333333,353,3104.921465
31, UP 1 Mn.+ ,20131110,20131116,46,1013,3313.228852,116,2577.777777,130,3695.431472,115,2986.089644,127,3786.335403,84,3185.553047,91,3518.527042,62,2861.538461,79,3539.2,57,3109.090909,0,0,68,4343.726235,46,3715.384615,0,0,990,3446.689462,274,2976.527643,292,3390.186592,214,3521.253672,232,3473.796791
32, WB .1 to 1 Mn. ,20131110,20131116,46,388,3333.367425,0,0,0,0,0,0,0,0,38,2627.160493,38,3498.082191,0,0,0,0,0,0,0,0,0,0,0,0,337,3205.889014,0,0,36,2664.31718,95,3554.565701,97,2946.835443,160,3699.931176
33, WBrest  1 Mn.+ ,20131110,20131116,46,108,2797.841171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2704.830053,19,3566.480446,15,2754.09836,18,2688,26,3097.87234,49,2712.355848
34, GUJ L C I(WEF 30th Dec 2012) ,20131110,20131116,46,468,3419.921705,63,3510.447761,47,3572.850678,42,3122.123893,40,3047.619047,36,3378.770949,46,3281.528662,39,3403.636363,30,2680.851063,26,3452.964426,38,4818.113207,34,4124.187725,26,3176.727272,317,3428.130028,152,3423.0563,23,3247.058823,59,2753.333333,125,3645.833333,261,3524.758842
35, MP L C I(WEF 30th Dec 2012) ,20131110,20131116,46,692,2969.501915,64,2999.163179,69,3022.685788,65,2587.677725,95,3311.203319,58,2748.660084,72,3397.752808,58,3215.841584,61,3045.468053,44,2697.810218,38,3032.779097,40,2884.120171,29,2417.866004,472,3020.224719,220,2865.116279,68,2284.8,143,3074.088291,141,2690.289608,340,3258.414147
36, PHCHP L C I(WEF 30th Dec 2012) ,20131110,20131116,46,608,2903.467879,56,2657.627118,55,2942.675159,53,2743.913713,68,3301.734104,54,2648.759124,72,3388.235294,46,2888.971962,57,3150,33,2339.240506,33,2972.654155,40,2560,40,3013.452914,383,2750.331267,225,3208.828522,82,2769.045226,176,2705.215004,158,3119.153936,192,2997.769516
37, RAJ L C I(WEF 30th Dec 2012) ,20131110,20131116,46,526,2831.853869,68,3292.21902,0,0,51,2604.255319,50,2754.09836,46,2927.272727,45,2620.450606,0,0,60,2731.707317,0,0,0,0,0,0,0,0,332,2987.466523,194,2600.079776,43,2432.323232,131,2794.666666,108,2623.861171,245,3062.5
38, UP L C I(WEF 30th Dec 2012) ,20131110,20131116,46,1108,2301.34141,99,2032.009773,95,2192.307692,103,2050.236966,122,2560.39975,96,2356.172388,111,2452.071005,99,2374.304068,123,2461.465157,101,2482.516459,74,3077.227722,38,1727.740189,48,1770.362239,507,2397.635467,601,2225.68059,86,1881.25,201,2121.771913,221,2047.311827,600,2574.383859
39, *Pune ,20131110,20131116,46,634,4239.283582,0,0,0,0,80,3754.189944,56,4020.51282,76,4357.67918,61,4647.619047,0,0,47,4551.008645,0,0,0,0,0,0,0,0,0,0,634,4239.283582,162,4249.180327,100,3981.042654,190,4511.660777,182,4117.979797
40, *Ahmedabad ,20131110,20131116,46,486,3526.911447,0,0,0,0,64,3490.90909,69,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,3628.097294,105,3581.725888,100,3215.311004,124,4308.583247,156,3209.797917
41, PCHP .1 to 1 Mn. ,20131110,20131116,46,360,2954.567659,44,2697.810218,46,3220,36,2404.771371,44,3800.514138,31,3019.130434,32,3424.203821,0,0,34,3536.842105,0,0,0,0,0,0,0,0,64,2641.769041,296,3032.195121,50,3116.883116,85,2830.525272,91,2892.715231,135,3044.295302
42, Punjab 1Mn.+ ,20131110,20131116,46,284,3060.423348,0,0,0,0,34,2892.151898,0,0,27,2774.311926,0,0,0,0,0,0,0,0,0,0,16,1962.043795,0,0,0,0,277,3149.64467,69,3360,88,2950.898203,72,3242.895442,56,2767.058823
1, *Bangalore ,20131103,20131109,45,1010,4700.928106,107,4331.566265,76,3355.584756,105,4150.588235,106,4736.170212,96,4505.027932,106,5237.647058,52,3473.558648,85,5045.936395,73,5378.947368,0,0,79,6245.647058,59,5286.4,0,0,983,4877.259303,212,4736.170212,343,5092.708793,212,4151.048951,244,4722.580645
2, *Calcutta ,20131103,20131109,45,1294,3435.669695,112,3427.322404,107,3328.888888,127,3081.01083,119,3417.435897,122,3160.524286,112,3517.009345,82,3102.702702,98,3299.398797,64,2781.888745,102,4733.701657,142,3872.727272,107,3824.680851,0,0,1294,3435.669695,202,3176.041179,307,3502.614601,251,3158.651685,535,3667.822893
3, *Chennai ,20131103,20131109,45,1103,4784.508133,99,4626.425591,77,3178.378378,89,3976.595744,108,4564.528301,93,4037.209302,109,4831.662269,66,4769.032258,79,6046.469248,51,4405.141388,70,5722.627737,151,6406.060606,111,5845.768025,628,4628.383417,475,5007.844367,242,4860.251046,280,4844.490216,279,4741.729893,302,4713.051555
4, *Delhi ,20131103,20131109,45,2052,3731.312912,276,3413.176297,255,3636.672325,247,3522.580645,217,4091.582491,206,3418.074074,190,3892.682926,116,3806.25,131,4079.332715,124,3753.513513,111,4598.766954,109,3980.869565,70,3579.908675,0,0,2052,3731.312912,606,3570.331404,547,3769.319114,375,4259.634888,525,3570.127504
5, *Hyderabad ,20131103,20131109,45,949,4453.407821,87,2816.184971,101,3336.873156,94,3585.017026,116,4908.81612,102,5032.599118,112,5438.150289,61,5023.529411,93,6720,56,5113.043478,44,6160,39,4382.608695,45,5478.260869,172,3920.759837,777,4591.487864,174,4741.605839,236,4412.687813,248,4621.630615,292,4218.056749
6, *Mumbai ,20131103,20131109,45,2320,4033.112582,291,4245.592705,248,3945.454545,282,3814.492753,218,3946.551724,250,4026.845637,217,4195.166858,155,3863.501483,168,4494.267515,130,3868.91054,135,4619.144602,123,3844.465116,104,3640,133,3380.332829,2188,4083.132463,360,3940.065146,554,4034.330299,619,4138.985074,787,3995.044568
7, AP .1 to 1 Mn. ,20131103,20131109,45,959,4318.777643,93,3296.202531,90,3150,91,4002.09424,115,4897.338403,58,3173.941368,130,5747.368421,95,4222.222222,99,5805.235602,45,4344.827586,0,0,43,5197.122302,50,4786.324786,843,4323.076923,116,4283.076923,69,3963.076923,141,4105.372616,261,4022.752293,487,4619.762845
8, APrest 1 Mn.+ ,20131103,20131109,45,385,4775.193798,0,0,0,0,33,3733.333333,0,0,0,0,0,0,0,0,60,6653.465346,0,0,0,0,0,0,0,0,215,4549.118387,170,5095.45049,62,3542.857142,66,5382.524271,108,6150.508474,149,4473.994638
9, Assam .5Mn.+ ,20131103,20131109,45,85,3097.613882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3313.609467,35,2833.734939,24,2688,22,3375.342465,19,3208.040201,19,3129.411764
10, Bihar 1Mn.+ ,20131103,20131109,45,150,2608.695652,0,0,22,2678.260869,0,0,0,0,19,2824.778761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3025.210084,43,3048.101265,46,2725.925925,38,3129.411764,22,1533.609958
